book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
907,Nora Roberts,2009,"Vision in White (Bride Quartet, #1)",eng,4.1,103933,1736,4571,20507,35020,45913
908,Jodi Picoult,2006,The Tenth Circle,eng,3.48,99170,3141,12846,36925,32003,18240
909,Rick Riordan,2011,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,116360,869,3653,20425,42668,55409
910,John Scalzi,2005,"Old Man's War (Old Man's War, #1)",eng,4.23,97653,883,2704,14821,42929,47796
911,Stephen King,1992,Gerald's Game,eng,3.47,100158,6039,14425,32757,28853,23703
912,Janet Evanovich,1996,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,116171,458,3089,25824,51020,47157
913,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,The Joy of Cooking,unknown,4.14,102348,3036,4504,17338,31223,49819
914,Joe Haldeman,1974,"The Forever War (The Forever War, #1)",eng,4.15,87636,919,3331,16929,39208,41388
915,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,spa,3.79,100972,3138,9066,28408,35608,33224
916,Azar Nafisi,2003,Reading Lolita in Tehran,eng,3.57,94696,4270,10670,28610,34061,20802
917,Joe Abercrombie,2006,"The Blade Itself (The First Law, #1)",eng,4.14,97501,1844,3944,15593,42598,43635
918,Eoin Colfer,2002,"The Arctic Incident (Artemis Fowl, #2)",eng,3.94,108031,1594,5098,27655,44276,36244
919,Annie Proulx,1993,The Shipping News,eng,3.83,103151,3321,8054,24808,40446,32418
920,"Marie Kondō, Cathy Hirano",2011,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,105063,3885,10846,32775,44967,36936
921,"Jennifer Niven, فرانک معنوی",2015,All the Bright Places,eng,4.19,132087,2871,6238,21061,45697,70675
922,Kathy Reichs,1997,"Déjà Dead (Temperance Brennan, #1)",eng,3.86,100369,2579,6023,27054,40072,31908
923,Michael Scott,2007,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",eng,3.84,58396,3737,8839,27510,38469,37309
924,Jeffrey Eugenides,2011,The Marriage Plot,eng,3.42,90551,4472,12653,33397,33807,14942
925,"Isabel Allende, Margaret Sayers Peden",1998,Daughter of Fortune,eng,3.89,89770,1238,4950,24400,39391,26960
926,Jessica Knoll,2015,Luckiest Girl Alive,eng,3.48,82504,3530,11319,33135,34874,15305
927,Ellen Hopkins,2004,"Crank (Crank, #1)",eng,4.16,104168,2207,5055,16890,31143,50528
928,Maggie Stiefvater,2012,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,121727,4299,7656,26761,57622,63358
929,Richard Matheson,1954,I Am Legend and Other Stories,eng,3.99,98795,1451,5061,22371,38426,35632
930,Elizabeth Strout,2008,Olive Kitteridge,eng,3.78,85019,2907,8772,26625,41160,29054
931,"Lena Dunham, Joana Avillez",2014,"\"Not That Kind of Girl: A Young Woman Tells You What She's \"\"Learned\"\"\"",eng,3.33,88251,6235,14712,32976,28187,15516
932,James C. Collins,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,85277,1550,3682,16971,33234,32936
933,Kristin Cashore,2009,"Fire (Graceling Realm, #2)",en-US,4.12,98180,2390,6020,22684,45051,57317
934,Samuel Beckett,1952,Waiting for Godot,eng,3.81,98950,4684,9587,25125,36788,37059
935,Jack London,1906,White Fang,eng,3.94,100223,1823,5850,27264,42175,37407
936,"Stephen King, Bernie Wrightson",2003,"Wolves of the Calla (The Dark Tower, #5)",eng,4.17,98182,1013,3733,17788,39889,47225
937,Philip Pullman,2000,His Dark Materials (His Dark Materials #1-3),eng,4.25,88227,1672,3744,13475,31455,51694
938,J.A. Redmerski,2012,"The Edge of Never (The Edge of Never, #1)",en-US,4.26,117508,2681,4863,16493,35712,67937
939,Kimberly McCreight,2013,Reconstructing Amelia,eng,3.82,86965,1616,5754,25360,42578,23961
940,Jojo Moyes,2014,One Plus One,eng,3.94,87412,1548,4059,23143,47569,29614
941,Michael Cunningham,1998,The Hours,en-US,3.91,97462,2540,6874,23497,38208,35489
942,Alice Clayton,2012,"Wallbanger (Cocktail, #1)",eng,4.1,134805,3556,7236,23963,46970,63885
943,David Sedaris,1997,Holidays on Ice,eng,3.95,82591,1685,5179,20216,32529,31289
944,Stephen King,1996,Desperation,eng,3.8,94821,2284,8007,27093,32961,29783
945,Lauren Kate,2011,"Passion (Fallen, #3)",eng,3.89,119735,3673,10214,28665,35799,46901
946,James Dashner,2012,"The Kill Order (Maze Runner, #0.5)",eng,3.69,96568,4497,11820,28996,31984,32144
947,Susan Ee,2011,"Angelfall (Penryn & the End of Days, #1)",en-US,4.19,73886,2909,5168,18366,40347,61238
948,Richard Russo,2001,Empire Falls,eng,3.91,90811,1469,5164,21151,38013,27257
949,Robert Jordan,1993,"The Fires of Heaven (Wheel of Time, #5)",en-US,4.13,93227,863,3367,18885,39542,41660
950,Jandy Nelson,2014,I'll Give You the Sun,eng,4.14,140937,7025,7517,20793,40241,78008
951,Chuck Palahniuk,1999,Survivor,en-US,3.93,49551,903,4759,20844,34767,26958
952,Sophie Kinsella,2007,"Shopaholic & Baby (Shopaholic, #5)",eng,3.77,98130,2341,7661,29880,34857,28882
953,Stephen King,2004,"The Dark Tower (The Dark Tower, #7)",en-US,4.27,93296,1630,3759,13375,31203,54118
954,Catherine Hardwicke,2009,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,en-US,4.2,88847,3040,4242,14517,17460,50124
955,Sophie Kinsella,2001,"Shopaholic Takes Manhattan (Shopaholic, #2)",en-US,3.75,93498,1635,7071,31036,35898,25078
956,Richard Feynman,1984,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",en-US,4.29,91625,2080,2616,11036,30784,51203
957,Maggie Stiefvater,2010,"Linger (The Wolves of Mercy Falls, #2)",en-US,3.91,125363,2594,8966,31455,44446,45823
958,L.M. Montgomery,1908,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",unknown,4.42,92142,1395,1991,9286,23394,57001
959,"James Joyce, Seamus Deane",1916,A Portrait of the Artist as a Young Man,eng,3.6,92569,6367,11067,26108,33169,26521
960,"Robert Jordan, Brandon Sanderson",2009,"The Gathering Storm (Wheel of Time, #12)",eng,4.34,94095,1146,2178,10877,32914,53228
961,"George Eliot, Michel Faber",1871,Middlemarch,eng,3.93,95995,3674,7307,22093,33770,40316
962,Colleen Hoover,2012,"Point of Retreat (Slammed, #2)",eng,4.3,109344,1204,3594,16043,39235,64069
963,John Grisham,1997,The Partner,unknown,3.89,86870,746,4116,25227,36009,25823
964,J.R.R. Tolkien,1973,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,eng,4.59,90907,826,1281,5819,19982,66440
965,S.C. Stephens,2009,"Thoughtless (Thoughtless, #1)",eng,4.12,90483,5238,6858,17472,32339,61960
966,Scott Turow,1986,Presumed Innocent,unknown,4.1,91774,679,2438,18147,38472,34099
967,Stephen King,1989,The Dark Half,eng,3.74,94624,1592,7735,31007,34084,25500
968,Stacy Schiff,2006,Cleopatra: A Life,eng,3.62,73994,5022,7484,19656,23929,20594
969,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-first Century,en-US,3.66,78271,3342,7529,22896,30500,19638
970,Brandon Sanderson,2013,"Steelheart (The Reckoners, #1)",eng,4.16,76261,1300,3063,15596,40585,41572
971,"Marcus Pfister, J. Alison James",1995,The Rainbow Fish,en-US,4.15,95421,2029,4860,17546,24018,47765
972,Jules Verne,1864,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",eng,3.84,89410,1238,6342,31442,42106,29972
973,Gretchen Rubin,2009,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",eng,3.57,94456,4381,11562,30145,34374,22416
974,Philip K. Dick,1962,The Man in the High Castle,eng,3.66,84180,2723,10203,31793,40156,23513
975,"Vincent Bugliosi, Curt Gentry",1974,Helter Skelter: The True Story of the Manson Murders,en-GB,4.0,92158,1207,4141,21434,35026,33111
977,"Dante Alighieri, Anthony M. Esolen",1320,Inferno (The Divine Comedy #1),unknown,3.99,87511,1930,6267,23308,37680,40015
978,Deborah Harkness,2012,"Shadow of Night (All Souls Trilogy, #2)",eng,4.04,97925,1531,5320,22037,41964,42008
979,Jodi Picoult,2014,Leaving Time,eng,3.94,76553,1874,5604,20043,36018,31045
980,Patricia Briggs,2006,"Moon Called (Mercy Thompson, #1)",eng,4.18,129150,2325,4716,20975,46351,61906
981,Melissa de la Cruz,2006,"Blue Bloods (Blue Bloods, #1)",en-US,3.68,116687,6024,12543,31927,34222,36273
982,Caleb Carr,1994,"The Alienist (Dr. Laszlo Kreizler, #1)",eng,4.05,96981,1798,4571,18715,37572,38252
983,Ta-Nehisi Coates,2015,Between the World and Me,eng,4.4,74218,1438,2375,9177,30541,59415
984,"John Milton, John      Leonard",1667,Paradise Lost,eng,3.8,96316,3956,9036,25069,32906,33613
985,Michael   Lewis,2009,The Big Short: Inside the Doomsday Machine,en-US,4.26,37090,972,2139,12082,38479,44600
986,Stephen King,1999,The Girl Who Loved Tom Gordon,unknown,3.56,95768,3658,12231,33253,30730,23284
987,"Patrick Ness, Jim Kay, Siobhan Dowd",2011,A Monster Calls,eng,4.36,104579,1622,3307,14260,39473,73931
988,"Robert Jordan, Brandon Sanderson",2010,"Towers of Midnight (Wheel of Time, #13)",en-US,4.42,91383,877,1704,9062,30593,55856
989,Frederick Forsyth,1971,The Day of the Jackal,eng,4.25,85883,514,1738,12890,34456,40008
990,"Jason Fried, David Heinemeier Hansson",2010,Rework,eng,3.93,88626,3523,6109,18662,29118,34906
991,Rainbow Rowell,2011,Attachments,eng,3.95,105414,2354,5547,25617,48546,37801
992,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005,"The Twilight Saga (Twilight, #1-4)",unknown,3.88,89204,7478,7649,16077,23209,42398
993,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,eng,4.04,85582,1702,4342,17472,38357,34673
994,James Herriot,1972,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",eng,4.31,64779,693,1999,13232,32737,49590
995,Michelle Hodkin,2011,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",eng,4.09,83847,3673,7214,20598,39430,57717
996,Janet Evanovich,1997,"Three to Get Deadly (Stephanie Plum, #3)",en-US,4.14,113400,332,2257,23249,47014,45453
997,Emmuska Orczy,1905,The Scarlet Pimpernel,eng,4.06,93217,1465,4492,20565,37114,40376
998,"Jon Stone, Michael J. Smollin",1971,The Monster at the End of this Book,eng,4.45,102184,1911,2537,10567,21477,68478
999,Judy Blume,1972,"Tales of a Fourth Grade Nothing (Fudge, #1)",eng,4.09,106435,1954,4102,21881,37208,45994
1000,Leigh Bardugo,2012,"Shadow and Bone (Shadow and Bone, #1)",eng,4.05,135225,2619,6318,27165,57759,55586
1001,"Herman Koch, Sam Garrett",2009,The Dinner,eng,3.22,74979,5722,16486,37029,30375,9458
1002,Marie Lu,2013,"Champion (Legend, #3)",eng,4.37,114623,1056,2778,13981,37322,68152
1003,Carl Sagan,1985,Contact,eng,4.11,90917,884,3383,18025,36041,37679
1004,Stephanie Perkins,2011,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",en-US,4.0,108370,2731,6370,24753,44016,46059
1005,Zadie Smith,1999,White Teeth,en-US,3.75,82474,2679,7363,23002,34725,22860
1006,"Chris Kyle, Scott McEwen, Jim DeFelice",2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,eng,3.97,61422,2473,5241,16428,26296,31723
1007,Chelsea Handler,2004,My Horizontal Life: A Collection of One-Night Stands,en-GB,3.79,83607,2659,7349,22943,29859,26447
1008,Pittacus Lore,2011,"The Power of Six (Lorien Legacies, #2)",eng,4.17,97938,941,3336,17700,38652,45094
1009,Meg Wolitzer,2013,The Interestings,eng,3.54,76566,3532,9398,25476,31182,15388
1010,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,en-US,4.65,93001,717,895,5387,17566,70978
1011,Geraldine Brooks,2008,People of the Book,eng,4.0,95796,1408,4831,20633,39762,34985
1012,Kate Morton,2012,The Secret Keeper,unknown,4.13,89460,1067,3020,16399,41956,38289
1013,Better Homes and Gardens,1953,Better Homes and Gardens New Cook Book,unknown,4.14,93640,2152,3843,16571,28351,44168
1014,Douglas Adams,1984,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",eng,4.08,93774,624,4454,22611,39988,41858
1015,"Hermann Hesse, Basil Creighton",1927,Steppenwolf,eng,4.11,80769,1387,4435,17024,33570,40814
1016,Tess Gerritsen,2001,"The Surgeon (Rizzoli & Isles, #1)",en-GB,4.1,89468,1422,3299,18191,36538,38847
1017,Jojo Moyes,2012,The Girl You Left Behind,eng,3.95,80991,3606,4459,18512,38681,32973
1018,Robin Hobb,1996,"Royal Assassin (Farseer Trilogy, #2)",eng,4.21,82608,862,2945,15073,38597,45086
1019,Arthur C. Clarke,1953,Childhood's End,en-US,4.09,87141,943,3578,18261,36854,37115
1020,"Kate DiCamillo, Timothy Basil Ering",2004,The Tale of Despereaux,en-US,4.0,113066,1930,6437,25821,41605,44630
1021,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007,"Animal, Vegetable, Miracle: A Year of Food Life",en-US,4.03,83881,1709,4789,16112,31521,33773
1022,Sarah J. Maas,2014,"Heir of Fire (Throne of Glass, #3)",eng,4.53,123843,694,1923,10589,36979,92673
1023,Robert Jordan,1994,"Lord of Chaos (Wheel of Time, #6)",eng,4.1,91046,910,3789,18827,35460,38897
1024,Alan Bradley,2009,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",eng,3.81,99841,2908,7650,26956,42394,29625
1025,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,en-US,3.92,82090,2857,5382,16699,28410,29712
1026,Diana Gabaldon,2005,"A Breath of Snow and Ashes (Outlander, #6)",eng,4.43,87098,439,1712,10717,30762,59135
1027,Rick Riordan,2014,"The Blood of Olympus (The Heroes of Olympus, #5)",eng,4.41,110719,822,2457,13295,36585,72803
1028,Liane Moriarty,2016,Truly Madly Guilty,eng,3.55,90477,2752,10961,41045,42953,18628
1029,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Vol. 1 (Saga, #1)",eng,4.25,131906,5192,4790,14126,37110,73344
1030,Chad Harbach,2011,The Art of Fielding,eng,3.99,81712,1595,4131,16772,38073,28657
1031,Ernest Hemingway,1964,A Moveable Feast,eng,4.04,69992,1317,4027,17732,34395,33219
1032,Brandon Mull,2006,"Fablehaven (Fablehaven, #1)",eng,4.08,99390,2189,5069,19001,34070,43856
1033,"Lemony Snicket, Brett Helquist",2000,"The Wide Window (A Series of Unfortunate Events, #3)",eng,3.91,118624,1276,6205,33273,45136,38321
1034,Jim Butcher,2001,"Grave Peril (The Dresden Files, #3)",eng,4.18,97736,293,2027,17955,44149,41995
1035,Walter Isaacson,2007,Einstein: His Life and Universe,eng,4.08,71156,2135,2854,12228,26308,30296
1036,S.C. Stephens,2011,"Effortless (Thoughtless, #2)",eng,4.37,83085,1581,3034,11691,28189,61819
1037,John Grisham,1998,The Street Lawyer,eng,3.81,80577,1041,5173,25497,32176,22569
1038,Mildred D. Taylor,1976,"Roll of Thunder, Hear My Cry (Logans, #4)",eng,3.79,92980,3319,8006,24135,31712,29649
1039,"Seth Grahame-Smith, Jane Austen",2009,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",eng,3.28,103995,10085,17255,33627,29961,19324
1040,David Sedaris,2013,Let's Explore Diabetes with Owls,eng,3.8,81616,1942,5571,23634,36656,22532
1041,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,The Idiot,eng,4.18,74642,975,3551,14386,31702,40779
1042,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),en-US,3.97,89569,993,4735,22168,36270,32064
1043,Jeff Kinney,2008,"Rodrick Rules (Diary of a Wimpy Kid, #2)",en-US,4.1,91831,1976,5231,18709,27995,44632
1044,Mindy Kaling,2015,Why Not Me?,eng,3.89,74199,2037,5274,25842,42829,30947
1045,Veronica Roth,2014,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",eng,4.1,97058,1199,4985,22456,40265,47338
1046,"Aziz Ansari, Eric Klinenberg",2015,Modern Romance,eng,3.85,94231,1640,4958,26742,46453,26164
1047,"Katherine Applegate, Patricia Castelao",2012,The One and Only Ivan,eng,4.24,85136,2724,3215,10999,25821,46622
1048,Sebastian Junger,1997,The Perfect Storm: A True Story of Men Against the Sea,en-US,4.07,45382,901,2793,16760,35370,31130
1049,Brandon Sanderson,2005,"Elantris (Elantris, #1)",eng,4.17,95950,1311,2974,16025,41443,44027
1050,Patrick Ness,2008,"The Knife of Never Letting Go (Chaos Walking, #1)",eng,3.96,99638,4617,7140,20162,37282,43698
1051,Jim Fergus,1998,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),eng,3.88,84367,2618,6244,19620,32330,28863
1052,Jodi Picoult,2009,Handle with Care,eng,3.96,90138,1471,5253,21030,36173,32025
1053,"Stephen King, Darrel Anderson",2004,"Song of Susannah (The Dark Tower, #6)",eng,3.98,84957,1267,5052,21315,34246,33770
1054,Ally Condie,2012,"Reached (Matched, #3)",unknown,3.56,109290,4478,13979,36753,36346,26303
1055,Salman Rushdie,1981,Midnight's Children,eng,3.99,75502,2533,5417,15365,28241,32958
1056,Max Brooks,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,eng,3.86,82535,1709,6009,22592,28960,27567
1057,John Grisham,1999,The Testament,unknown,3.83,80377,1012,5098,24899,31881,23323
1058,Agatha Christie,1930,"Murder at the Vicarage (Miss Marple, #1)",eng,4.03,93963,1170,3228,22393,37786,35560
1059,Margaret Peterson Haddix,1998,"Among the Hidden (Shadow Children, #1)",eng,3.97,94478,1658,5363,21990,33488,34452
1060,Michael Pollan,2007,In Defense of Food: An Eater's Manifesto,en-US,4.07,80434,707,2771,16427,35960,29928
1061,Elizabeth George Speare,1958,The Witch of Blackbird Pond,en-US,3.97,105770,2078,5765,25034,40412,39378
1062,Kiera Cass,2015,"The Heir (The Selection, #4)",eng,3.85,111044,2882,8973,32084,43021,39892
1063,Sophie Kinsella,2002,"Shopaholic Ties the Knot (Shopaholic, #3)",eng,3.77,88139,1441,6585,28580,32779,24193
1064,"Wilkie Collins, Matthew Sweet",1859,The Woman in White,eng,3.98,93134,1971,5120,21879,38080,36251
1065,"Robert Galbraith, J.K. Rowling",2015,"Career of Evil (Cormoran Strike, #3)",eng,4.21,66979,550,1926,12591,42325,37882
1066,Jenny Han,2009,"The Summer I Turned Pretty (Summer, #1)",en-US,3.96,104730,2951,7571,23699,33795,42951
1067,Janet Evanovich,1998,"Four to Score (Stephanie Plum, #4)",en-US,4.17,106871,286,1886,20825,44410,44226
1068,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,en-US,4.06,80906,1206,3218,15996,32338,31130
1069,"Steven D. Levitt, Stephen J. Dubner",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",en-US,3.95,85006,1272,4403,21584,36889,29938
1070,Karen Marie Moning,2006,"Darkfever (Fever, #1)",eng,4.14,110812,2809,5659,20357,37943,57159
1071,Terry Goodkind,1995,"Stone of Tears (Sword of Truth, #2)",en-US,4.1,83235,1554,3768,15302,32466,36897
1072,Emily Giffin,2010,Heart of the Matter,en-US,3.73,83461,2202,7065,25223,30791,22337
1073,"William Makepeace Thackeray, John Carey",1847,Vanity Fair,eng,3.76,91323,3050,8007,25897,33250,27774
1074,Kurt Vonnegut Jr.,1959,The Sirens of Titan,en-GB,4.16,72493,552,2636,14460,31577,34642
1075,"Stephen King, Dominique Dill",1992,Dolores Claiborne,fre,3.81,71053,1623,7586,27461,33524,28765
1076,Cynthia D'Aprix Sweeney,2016,The Nest,eng,3.45,79762,2615,9810,36492,36673,10774
1077,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Vol. 1: Legends in Exile",eng,3.99,101016,4441,5620,18578,33351,42270
1078,David    Allen,2001,Getting Things Done: The Art of Stress-Free Productivity,en-GB,3.98,75665,2135,4336,16752,28650,30293
1079,James Redfield,1993,"The Celestine Prophecy (Celestine Prophecy, #1)",en-US,3.6,72675,6094,8677,18351,21637,22898
1080,Huntley Fitzpatrick,2012,My Life Next Door,eng,4.02,102012,2477,5584,21074,37209,42045
1081,Ken Follett,2012,Winter of the World (The Century Trilogy #2),eng,4.29,71971,467,1752,10821,33796,41492
1082,"Haruki Murakami, Philip Gabriel",2013,Colorless Tsukuru Tazaki and His Years of Pilgrimage,eng,3.82,67873,1343,5021,22170,37193,20407
1083,Alice Sebold,1999,Lucky,eng,3.77,77462,1583,5781,23290,31476,20506
1084,Virginia Woolf,1927,To the Lighthouse,eng,3.76,83066,4380,8735,22226,30179,30052
1085,Chetan Bhagat,2004,Five Point Someone,en-GB,3.43,67438,3290,8985,22960,22478,11339
1086,Laurell K. Hamilton,1993,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",eng,4.02,104252,3154,6494,22437,35934,47155
1087,Markus Zusak,2002,I Am the Messenger,en-US,4.09,93119,1448,4626,18714,38345,41377
1088,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874,Far from the Madding Crowd,eng,3.92,87427,2221,5493,21766,36743,31236
1089,Terry Pratchett,1987,"Equal Rites (Discworld, #3; Witches #1)",eng,4.0,88673,668,3631,24344,40902,33113
1090,Mark Z. Danielewski,2000,House of Leaves,eng,4.13,75469,3020,4930,12570,24803,43408
